,Author,Title,State,District,Description,DateBan
7959,"Irving, John",The Cider House Rules,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
7960,"Irving, John",The Cider House Rules,Texas,North East,Unknown,2021-12-01
7961,"Eggers, Dave",The Circle,South Dakota,Rapid City Area Schools,Unknown,2022-5-01
7962,"Polydoros, Aden",The City Beautiful,Tennessee,Collierville Schools,"Returned, TWO",2022-2-01
7963,"Sterling, Isabel",The Coldest Touch,Tennessee,Collierville Schools,"Returned, THREE",2022-2-01
7964,"Kim, Dong-Hwa",The Color of Earth,Florida,Clay County District Schools,Banned/Removed,2023-1-01
7965,"Walker, Alice",The Color Purple,Florida,Clay County District Schools,,2022-7-01
7966,"Walker, Alice",The Color Purple,Pennsylvania,Penncrest,"Banned/Removed, https://news.yahoo.com/pulitzer-prize-winners-fantasy-series-144800265.html",2023-2-01
7967,"Walker, Alice",The Color Purple,Florida,Indian River County Schools,"Unknown, Status Change: 2/28/22",2021-11-01
7968,"Walker, Alice",The Color Purple,Wyoming,Park County School District 6,"Retained, Cody School District?",2022-5-01
7969,"Katz, Karen",The Colors of Us,Pennsylvania,Central York School District,"Returned, Pulled (against policy)and returned to shelves after national outcry",2021-9-01
7970,"Layman, John and Hutchinson, David",The Complete Idiot's Guide to Drawing Manga: Illustrated,Missouri,Wentzville School District,,2022-9-01
7971,"Hoddinott, Brenda",The Complete Idiot's Guide to Drawing People Illustrated,Missouri,Wentzville School District,,2022-9-01
7972,"Spiegelman, Art",The Complete Maus: A Survivor's Tale,Missouri,Ritenour School District,Banned/Removed,2022-9-01
7973,"Spiegelman, Art",The Complete Maus: A Survivor's Tale,Missouri,Wentzville School District,,2022-9-01
7974,"Spiegelman, Art",The Complete Maus: A Survivor's Tale,Florida,Indian River County Schools,"Unknown, Status Change: 2/28/22",2021-11-01
7975,"Spiegelman, Art",The Complete Maus: A Survivor's Tale,Tennessee,Mcminn County Schools,"Banned/Removed, School admin offered to redact the 8 swear words and 1 picture.

Mentions that the guy used to do art for playboy.",2022-1-01
7976,"Styron, William",The Confessions of Nat Turner,Texas,McKinney,Unknown,2022-2-01
7977,"Styron, William",The Confessions of Nat Turner,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
7978,"Tando, Darlene",The Conscious Parent's Guide to Gender Identity,Virginia,Prince William County public Schools,Retained,
7979,"Hillstrom, Laurie Collier",The Constitution and the Bill of Rights,Florida,Clay County District Schools,,2022-7-01
7980,"Morris, Brittney",The Cost of Knowing,Utah,Washington County School District,Banned/Removed,2022-11-01
7981,"Desetta, Al","The Courage to be Yourself : True Stories by Teens About Cliques, Conflicts, and Overcoming Peer Pressure",Texas,McKinney,Unknown,2022-2-01
7982,"Maas, Sarah J.",A Court of Mist and Fury,Utah,Davis School District,"A Court of Thorns and Roses, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
7983,"Maas, Sarah J.",A Court of Silver Flames,Utah,Davis School District,"A Court of Thorns and Roses, Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/library",2022-11-01
7984,"Krause, Fran",The Creeps: A Deep Dark Fears Collection,Missouri,Wentzville School District,,2022-9-01
7985,"Haddon, Mark",The Curious Incident of the Dog in the Night-Time,Indiana,Valparaiso Community Schools,Unknown,2022-1-01
7986,"Klehr, Dawn",The Cutting Room Floor,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
7987,"Surmelis, Angelo",The Dangerous Art of Blending In,Tennessee,Collierville Schools,"Returned, FOUR",2022-2-01
7988,"Riordan, Rick",The Dark Prophecy (The Trials of Apollo Series),Tennessee,Collierville Schools,"The Trials of Apollo Series, Returned, ONE",2022-2-01
7989,"Jasinska, Alicia",The Dark Tide,Tennessee,Collierville Schools,"Returned, THREE",2022-2-01
7990,"King, Stephen",The Dark Tower,Pennsylvania,Penncrest,,2023-2-01
7991,"Black, Holly",The Darkest Part of the Forest,Florida,Clay County District Schools,,2022-7-01
7992,"Schrefer, Eliot",The Darkness Outside Us,Tennessee,Collierville Schools,"Returned, THREE",2022-2-01
7993,"Lookadoo, Justin and DiMarco, Haley Morgan",The Dateable Rules: A Guide to the Sexes,Texas,Granbury Independent School District,"Retained, Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",2022-1-01
7994,"Anderson, M. T.",The Daughters of Ys,Missouri,Kirkwood School District,Banned/Removed,2022-9-01
7995,"Anderson, M. T.",The Daughters of Ys,Missouri,Wentzville School District,,2022-9-01
7996,"Anderson, M. T.",The Daughters of Ys,Missouri,Lindbergh Schools,Banned/Removed,2022-11-01
7997,"Woodson, Jacqueline",The Day You Begin,Pennsylvania,Central York School District,"Returned, Pulled (against policy)and returned to shelves after national outcry",2021-9-01
7998,"Hopkinson, Deborah",The Deadliest Diseases Then and Now,Missouri,Wentzville School District,,2022-9-01
7999,"Seeger, Pete and Debois Jacobs, Paul",The Deaf Musicians,Pennsylvania,Central York School District,"Returned, Pulled (against policy)and returned to shelves after national outcry",2021-9-01
8000,"Woodson, Jacqueline",The Dear One,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8001,"Smith, Niki",The Deep & Dark Blue,Virginia,Fauquier County Public Schools,,2022-7-01
8002,"Smith, Niki",The Deep & Dark Blue,Virginia,Fauquier County Public Schools,Unknown,2022-7-01
8003,"Smith, Niki",The Deep & Dark Blue,Texas,McKinney,Unknown,2022-2-01
8004,"Smith, Niki",The Deep & Dark Blue,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8005,"Grehan, Meg",The Deepest Breath,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8006,"Grehan, Meg",The Deepest Breath,Wisconsin,School District of Cadott Community,"Retained, Retained - parent appealed waiting - UPDATE RETAINED FINAL DECISION 3/2022",2022-3-01
8007,"Bodeen, S. A.",The Detour,Florida,Clay County District Schools,Retained,2023-1-01
8008,"Herman, Christine Lynn",The Devouring Gray,Texas,McKinney,Unknown,2022-2-01
8009,"Herman, Christine Lynn",The Devouring Gray,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8010,"George, Madeleine",The Difference Between You and Me,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8011,"Ramos, NoNieqa",The Disturbed Girl's Dictionary,Florida,Clay County District Schools,"Retained/Restricted, Restricted to HS",2022-7-01
8012,"Mosca, Julia Finley",The Doctor with an Eye for Eyes: The Story of Dr. Patricia Bath,Pennsylvania,Central York School District,"Returned, Pulled (against policy)and returned to shelves after national outcry",2021-9-01
8013,"Fritz, Jean",The Double Life of Pocahontas,Florida,Duval County Public Schools,Unknown,2022-1-01
8014,"Lee, Stacey",The Downstairs Girl,Texas,McKinney,Unknown,2022-2-01
8015,"Lee, Stacey",The Downstairs Girl,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8016,"Lee, Stacey",The Downstairs Girl,Pennsylvania,Penncrest School District,"Unknown, was part of a resource list - Superintendent is HOLDING on having a board vote to make sure all the books were picked via the appropriate fashion, etc.",2022-5-01
8017,"Billings, Gloria Ladson",The Dreamkeepers: Successful Teachers of African-American Children,Pennsylvania,Central York School District,"Returned, Pulled (against policy)and returned to shelves after national outcry",2021-9-01
8018,"Keplinger, Kody",The DUFF: (Designated Ugly Fat Friend),Florida,Escambia County Public Schools,,2022-10-01
8019,"Keplinger, Kody",The DUFF: (Designated Ugly Fat Friend),South Carolina,Beaufort County School District,Unknown,2022-10-01
8020,"Baldino, Greg",The Early History of the Gay Rights Movement,Florida,Marion County Public Schools,,
8021,"Skrutskie, Emily",The Edge of the Abyss,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8022,"George, Elizabeth",The Edge of the Water (Series),Texas,McKinney,"The Edge of Nowhere, Unknown",2022-2-01
8023,"George, Elizabeth",The Edge of the Water (Series),Texas,North East,"The Edge of Nowhere, Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8024,"Lee, Victoria",The Electric Heir,Tennessee,Collierville Schools,"Returned, FOUR",2022-2-01
8025,"Mead, Richelle",The Emerald Sea,Florida,Clay County District Schools,"Retained/Restricted, Restricted to HS",2023-1-01
8026,"Morris, Catherine",The Essential Claude Monet,Missouri,Wentzville School District,,2022-9-01
8027,"Spring, Justin",The Essential Edward Hopper,Missouri,Wentzville School District,,2022-9-01
8028,"Schaffner, Ingrid",The Essential Henri Matisse,Missouri,Wentzville School District,,2022-9-01
8029,"Campbell, W. John",The Essential Hieronymus Bosch,Missouri,Wentzville School District,,2022-9-01
8030,"Sweet, Christopher",The Essential Johannes Vermeer,Missouri,Wentzville School District,,2022-9-01
8031,"Gouveia, Georgette",The Essential Mary Cassatt,Missouri,Wentzville School District,,2022-9-01
8032,"Ottomann, Klaus",The Essential Michelangelo,Missouri,Wentzville School District,,2022-9-01
8033,"Schaffner, Ingrid",The Essential Pablo Picasso,Missouri,Wentzville School District,,2022-9-01
8034,"Goff, Robert",The Essential Salvador Dali,Missouri,Wentzville School District,,2022-9-01
8035,"Schaffner, Ingrid",The Essential Vincent van Gogh,Missouri,Wentzville School District,,2022-9-01
8036,"Simon, Rachel E.","The Every Body Book: The LGBTQ+ Inclusive Guide for Kids about Sex, Gender, Bodies and Families",Nebraska,Keene Memorial Library,"Reshelved, Moved to adult shelves after a visit from Mayor, City Admin, Library President.",2022-12-01
8037,"Steven, Laura",The Exact Opposite of Okay,Texas,Frisco ISD,Banned/Removed,2022-11-01
8038,"Steven, Laura",The Exact Opposite of Okay,Texas,Prosper ISD,Banned/Removed,2022-1-01
8039,"Klune, T. J.",The Extraordinaries,Florida,Clay County District Schools,,2022-7-01
8040,"Klune, T. J.",The Extraordinaries,Tennessee,Collierville Schools,"Returned, THREE",2022-2-01
8041,"Cole, Brock",The Facts Speak for Themselves,Florida,Clay County District Schools,,2022-7-01
8042,"Cole, Brock",The Facts Speak for Themselves,Florida,Indian River County Schools,"Unknown, Status Change: 2/28/22",2021-11-01
8043,"Smyth, Ciara",The Falling in Love Montage,Tennessee,Collierville Schools,"Returned, FOUR",2022-2-01
8044,"Parr, Todd",The Family Book,Florida,Okaloosa County School District,"Still in Process, Internal review to determine compliance with state law., FFTRP",2023-1-01
8045,"Parr, Todd",The Family Book,Florida,Lee County School,"Retained, Received info from FCA - also formed ADHOC committee",2022-2-01
8046,"Parr, Todd",The Family Book,Pennsylvania,Pleasant Valley School District,"Unknown, at elementary school",2022-6-01
8047,"Parr, Todd",The Family Book,Texas,Prosper ISD,"Unknown, Complaint Filed - status unclear",2022-1-01
8048,"Parr, Todd",The Family Book,Florida,Walton County School District,Unknown,2022-4-01
8049,"Levy, Dana Alison",The Family Fletcher Takes Rock Island,Florida,Okaloosa County School District,"Still in Process, Internal review to determine compliance with state law., FFTRP",2023-1-01
8050,"Levy, Dana Alison",The Family Fletcher Takes Rock Island,Florida,Jackson County School Board,"Unknown, per order of Superintendent after receiving FCA mailing",2022-4-01
8051,"Levy, Dana Alison",The Family Fletcher Takes Rock Island,Florida,Walton County School District,Unknown,2022-4-01
8052,"Green, John",The Fault in Our Stars,Florida,Clay County District Schools,"Retained/Restricted, Restricted to HS",2022-7-01
8053,"Roehrig, Caleb",The Fell of Dark,Tennessee,Collierville Schools,"Returned, THREE",2022-2-01
8054,"McGinnis, Mindy",The Female of the Species,South Carolina,Beaufort County School District,Unknown,2022-10-01
8055,"McGinnis, Mindy",The Female of the Species,Florida,Escambia County Public Schools,,2022-12-01
8056,"McGinnis, Mindy",The Female of the Species,Florida,Clay County District Schools,Banned/Removed,2023-1-01
8057,"McGinnis, Mindy",The Female of the Species,South Carolina,Horry County Schools,,2022-12-01
8058,"McGinnis, Mindy",The Female of the Species,Pennsylvania,Central Bucks School District,"Still in Process, In efiles",2023-2-01
8059,"McGinnis, Mindy",The Female of the Species,Florida,Martin County Schools,"Banned/Removed, https://www.wptv.com/news/education/dozens-of-books-removed-from-martin-county-schools",2023-2-01
8060,"Lee, Victoria",The Fever King,Tennessee,Collierville Schools,"Returned, FOUR",2022-2-01
8061,"Philippe, Ben",The Field Guide to the North American Teenager,Texas,Katy ISD,"Retained Restricted, RESTRICTED",2022-2-01
8062,"Karre, Elizabeth",The Fight (Surviving Southside),Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8063,"Stevenson, N. D.",The Fire Never Goes Out: A Memoir in Pictures,Missouri,Wentzville School District,,2022-9-01
8064,"Stevenson, N. D.",The Fire Never Goes Out: A Memoir in Pictures,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8065,"Baldwin, James",The Fire Next Time,Florida,Clay County District Schools,Weeded/Deselectednned,2022-01-01
8066,"Hutchinson, Shaun David",The Five Stages of Andrew Brawley,Texas,North East,"Unknown, Removed from shelves for review on basis of Rep Krause letter",2021-12-01
8067,"Barnes, Jennifer Lynn",The Fixer,South Carolina,Beaufort County School District,Unknown,2022-10-01
8068,"Malamud, Bernard",The Fixer,South Carolina,Horry County Schools,"Retained, UPDATE: RETAINED August 2023 “controversial religious and racial commentary; hate involving racism; violence including self-harm; and profanity.”, https://www.jpost.com/diaspora/antisemitism/article-753664",2022-12-01
8069,"Nye, Naomi Shihab",The Flag of Childhood,Florida,Duval County Public Schools,Unknown,2022-1-01
8070,"Gordon, Meryl G.",The Flower Girl Wore Celery,Ohio,Hilliard Board of Education,"Area resident representing Muslim parental advocacy asked to remove 36 books. It seems some of these might not be in school - and some might have already been challenged., https://news.wosu.org/news/2023-04-17/book-challenges-increase-in-ohio-across-us-as-groups-seek-to-ban-multiple-titles, https://www.dispatch.com/story/news/local/2023/02/14/hilliard-school-board-urged-not-to-give-in-to-fear-mongering-lawsuit/69901141007/",2023-3-01
8071,"Cawthon, Scott and Breed-Wrisley, Kira",The Fourth Closet: An AFK Book,Florida,Clay County District Schools,,2023-1-01
8072,"The Freedom Writers and Gruwell, Erin",The Freedom Writers Diary,Louisiana,St. Tammany Parish Library,"Retained, UPDATE OCT 2023: Challenger (St. Tammany Parish Library Accountability Project) to 150 titles withdrew all challenges - seeing legislative response., https://ncac.org/news/over-150-books-have-been-restricted-at-st-tammany-parish-library-in-louisiana, https://lailluminator.com/briefs/northshore-book/, https://www.nola.com/news/northshore/st-tammany-library-board-to-return-all-books-to-shelves/article_c0d2276e-74f9-11ee-8892-dfaca601a4d8.html",2022-11-01
